cell,drug,true_ic50,predicted_ic50
ACH-000403,51039095,3.636322,4.127662181854248
ACH-000403,24821094,5.034525,4.631623268127441
ACH-000403,70983932,6.478891,6.502235412597656
ACH-000403,46236925,0.429742,0.5936569571495056
ACH-000403,11655119,6.16565,6.1980085372924805
ACH-000403,35397514,4.707008,5.596181869506836
ACH-000403,2802462,4.968186,5.372101306915283
ACH-000403,462382,-1.394869,-1.4768621921539307
ACH-000403,11707110,-3.846814,-3.577500343322754
ACH-000403,44462760,6.955315,6.367311477661133
ACH-000403,5394,8.283369,8.051344871520996
ACH-000403,5460769,2.506495,2.7669832706451416
ACH-000403,49846579,3.406815,4.689772129058838
ACH-000403,11228183,1.645435,1.8420219421386719
ACH-000403,46843057,1.328282,1.701780080795288
ACH-000403,56645356,5.980064,5.654079437255859
ACH-000403,78209992,1.830478,0.7643999457359314
ACH-000403,54761306,4.513191,2.6251566410064697
ACH-000403,52913813,2.462493,2.470991849899292
ACH-000403,71496458,0.561993,0.713596522808075
ACH-000403,9933475,1.638849,2.160038948059082
ACH-000403,24788740,1.83153,2.922680616378784
ACH-000403,56941241,5.494732,5.362428665161133
ACH-000403,70676303,-0.35447,0.18421927094459534
ACH-000403,68107965,5.726451,6.015294075012207
ACH-000403,91668541,4.851757,5.020005226135254
ACH-000403,10385095,-0.003314,1.1079590320587158
ACH-000403,227681,7.369768,6.706535339355469
ACH-000403,9825149,1.91123,1.8946142196655273
ACH-000403,46931953,5.396042,5.397363662719727
ACH-000403,68289010,3.416688,3.675121784210205
ACH-000403,992586,2.154273,1.8578605651855469
ACH-000403,2984337,2.15635,2.234468936920166
ACH-000403,11178236,-5.781672,-4.9025115966796875
ACH-000403,71297207,1.153191,1.0526635646820068
ACH-000403,104842,3.627931,3.711174726486206
ACH-000403,25126798,6.13089,5.789924621582031
ACH-000403,11640390,2.906827,2.559069871902466
ACH-000403,41867,0.065887,0.1394389569759369
ACH-000403,2907,5.192413,6.220656394958496
ACH-000403,24360,-0.704139,0.035275280475616455
ACH-000403,6710780,-0.699987,-0.4419383406639099
ACH-000403,84691,5.569773,5.7640180587768555
ACH-000403,6253,3.299306,4.262533187866211
ACH-000403,148124,-1.684579,-2.630873918533325
ACH-000403,126941,0.438762,2.257086992263794
ACH-000403,123631,2.301677,2.3808720111846924
ACH-000403,24978538,2.161504,1.8650057315826416
ACH-000403,5311,1.670841,1.943687915802002
ACH-000403,644241,5.678898,5.603509902954102
ACH-000403,44182295,-0.067088,-0.5589305758476257
ACH-000403,6918289,2.359849,1.5842440128326416
ACH-000403,23725625,5.663151,5.5830230712890625
ACH-000403,11960529,6.671577,6.1209211349487305
ACH-000403,5328940,3.425916,2.3057491779327393
ACH-000403,216326,6.175048,6.24263858795166
ACH-000403,6450551,5.131471,5.079306125640869
ACH-000403,11152667,1.786151,1.351186990737915
ACH-000403,9943465,4.376563,4.28596305847168
ACH-000007,126565,0.024441,-0.32521623373031616
ACH-000007,176158,3.048123,4.670583724975586
ACH-000007,6505803,-1.886624,-1.694105625152588
ACH-000007,5311497,-3.521728,-3.7432467937469482
ACH-000007,11667893,5.775309,5.581510066986084
ACH-000007,5278396,5.775309,5.227078914642334
ACH-000007,10184653,-0.259734,0.4766867756843567
ACH-000007,24776445,4.616114,4.963759899139404
ACH-000007,24180719,5.060211,4.860821723937988
ACH-000007,11327430,3.189255,2.560559034347534
ACH-000007,11488320,1.634124,2.1768481731414795
ACH-000007,156422,5.35352,5.272467613220215
ACH-000007,11624601,5.540519,5.2533955574035645
ACH-000007,51042438,1.28726,2.386361598968506
ACH-000007,24737642,5.528602,5.137208461761475
ACH-000007,11433190,1.406242,0.73228919506073
ACH-000007,208908,1.37076,1.9545824527740479
ACH-000007,1401,3.514301,2.847839593887329
ACH-000007,9914412,1.744665,1.6282846927642822
ACH-000007,24771867,0.25052,-0.8318503499031067
ACH-000007,56649450,3.180765,2.899486780166626
ACH-000007,46930998,0.824578,2.6325480937957764
ACH-000007,5330286,1.209893,1.0460593700408936
ACH-000007,51001932,0.327674,0.3604747951030731
ACH-000007,57345410,5.133465,5.435396194458008
ACH-000007,17755052,0.296864,0.29597800970077515
ACH-000007,25262965,-0.138152,-0.23811942338943481
ACH-000007,9826528,-3.224086,-3.5848605632781982
ACH-000007,24866313,0.024482,-0.9843191504478455
ACH-000007,10127622,-0.7312,-0.43643712997436523
ACH-000007,2155128,3.441628,2.91133713722229
ACH-000007,3899,5.065966,4.826055526733398
ACH-000007,2314623,5.698212,5.21173095703125
ACH-000007,11404337,0.521782,0.2820095717906952
ACH-000007,9938202,3.170517,3.7289230823516846
ACH-000007,46883536,4.887107,4.695601940155029
ACH-000007,3385,1.742438,1.5368843078613281
ACH-000007,11634725,-0.154789,-0.378909170627594
ACH-000007,3062316,2.264065,3.079414129257202
ACH-000007,4261,1.350856,1.335587978363037
ACH-000007,11626560,1.277685,1.174584150314331
ACH-000007,118704762,4.729262,4.476245880126953
ACH-000007,11364421,-0.877715,-1.5517616271972656
ACH-000007,46926973,4.447995,4.376206874847412
ACH-000007,60838,1.813011,1.755612850189209
ACH-000007,5310940,1.200548,1.0354671478271484
ACH-000007,117072552,4.441317,3.966601610183716
ACH-000007,51000408,2.798011,2.6123390197753906
ACH-000007,25124816,4.405936,4.268464088439941
ACH-000007,59472121,1.942905,2.4410881996154785
ACH-000007,72200024,3.224961,3.5841803550720215
ACH-000007,42623951,4.956259,5.0613179206848145
ACH-000007,49847690,4.829677,4.918807029724121
ACH-000007,53469448,3.552131,3.6862857341766357
ACH-000007,78243717,5.737934,5.294118881225586
ACH-000007,24753719,3.487065,3.6524901390075684
ACH-000007,57519544,5.417568,4.450138568878174
ACH-000007,46943432,3.169127,1.9901177883148193
ACH-000007,9936746,2.015937,1.4679081439971924
ACH-000007,71268957,3.158856,2.637755870819092
ACH-000007,60167849,4.24133,4.509329795837402
ACH-000007,59473233,4.500123,3.8829119205474854
ACH-000007,44462758,2.476106,2.668405771255493
ACH-000007,44631912,1.62957,2.1767683029174805
ACH-000007,71299339,4.47839,4.199138641357422
ACH-000007,1018,4.748499,5.230238914489746
ACH-000007,52918385,3.392785,3.7041289806365967
ACH-000007,11609586,3.282957,3.37658953666687
ACH-000007,46907787,1.464482,1.126216173171997
ACH-000007,11455910,4.467028,0.14779949188232422
ACH-000007,71271629,4.402877,3.138496160507202
ACH-000007,56962337,1.776863,2.0349247455596924
ACH-000007,9931953,3.004406,3.6770741939544678
ACH-000007,24958200,3.769896,3.1194839477539062
ACH-000007,24856436,-0.595952,0.31456446647644043
ACH-000007,46926350,-2.886744,-3.2666943073272705
ACH-000007,60750,-3.243612,-3.591007947921753
ACH-000007,9858940,1.328481,1.5614628791809082
ACH-000007,56962336,5.859496,5.098581790924072
ACH-000007,6914657,-3.855835,-3.586153745651245
ACH-000007,9813758,2.135081,2.3415493965148926
ACH-000007,25099184,2.629074,2.639181137084961
ACH-000007,51039095,3.99813,3.2316856384277344
ACH-000007,24821094,4.813731,4.256936073303223
ACH-000007,70983932,5.658243,5.411773204803467
ACH-000007,46236925,-0.200939,-0.04981231689453125
ACH-000007,11655119,4.92314,5.185278415679932
ACH-000007,35397514,4.4166,4.468507289886475
ACH-000007,2802462,5.071992,4.869538307189941
ACH-000007,462382,-1.429434,-1.2853584289550781
ACH-000007,11707110,-5.07196,-5.136468410491943
ACH-000007,44462760,4.404782,4.014125823974609
ACH-000007,5394,7.248506,6.7888593673706055
ACH-000007,5460769,1.510962,0.8403951525688171
ACH-000007,78209992,1.446812,1.0896685123443604
ACH-000007,227681,4.312625,5.2685699462890625
ACH-000007,71297207,3.719036,4.2150678634643555
ACH-000007,104842,-4.489221,-4.994268894195557
ACH-000007,25126798,5.222221,4.831769943237305
ACH-000007,11640390,1.593206,1.2003333568572998
ACH-000007,24360,-3.160246,-3.936830759048462
ACH-000007,84691,2.919147,2.4579761028289795
ACH-000007,148124,-4.631399,-5.308411121368408
ACH-000007,126941,-0.864728,-0.6971407532691956
ACH-000007,24978538,2.150489,1.8201782703399658
ACH-000007,44182295,-1.83118,-1.654972791671753
ACH-000007,6918289,0.224156,1.2889636754989624
ACH-000007,23725625,3.813458,3.695749282836914
ACH-000007,11960529,5.030822,5.290581226348877
ACH-000007,5328940,3.329184,2.470651865005493
ACH-000007,216326,5.504545,5.4282636642456055
ACH-000007,6450551,2.513083,2.3144428730010986
ACH-000007,11152667,0.715533,0.134507417678833
ACH-000007,9943465,3.981601,3.445309638977051
ACH-000680,126565,0.082441,-0.5923343300819397
ACH-000680,176158,6.417352,5.7913923263549805
ACH-000680,6505803,-0.783764,-2.233374834060669
ACH-000680,5311497,-4.220663,-4.457441806793213
ACH-000680,11667893,6.036564,5.8388166427612305
ACH-000680,5278396,5.823097,5.79885721206665
ACH-000680,10184653,1.991192,2.6681299209594727
ACH-000680,24776445,5.648624,5.546548843383789
ACH-000680,24180719,4.353862,5.131937026977539
ACH-000680,11327430,2.64493,4.048300266265869
ACH-000680,16720766,3.400431,3.263599157333374
ACH-000680,11488320,5.626461,5.819796562194824
ACH-000680,156422,6.04924,5.592599391937256
ACH-000680,11624601,6.038867,5.797112941741943
ACH-000680,51042438,1.282521,1.8826749324798584
ACH-000680,24737642,6.01235,5.347317218780518
ACH-000680,10384072,0.922577,1.632613182067871
ACH-000680,11433190,6.362884,4.2960076332092285
ACH-000680,208908,5.095517,5.028371810913086
ACH-000680,1401,4.60011,4.229479789733887
ACH-000680,9914412,0.322547,0.7792205214500427
ACH-000680,24771867,-1.779648,-1.838021993637085
ACH-000680,56649450,2.349129,2.2667810916900635
ACH-000680,46930998,1.83074,1.6352713108062744
ACH-000680,5330286,4.045131,3.2448573112487793
ACH-000680,51001932,-0.129392,-0.4188660979270935
ACH-000680,57345410,6.696442,5.837005138397217
ACH-000680,11977753,-2.340048,-1.3936219215393066
ACH-000680,17755052,0.492428,0.6291208267211914
ACH-000680,25262965,-1.320921,-1.1396737098693848
ACH-000680,9826528,-1.231857,-1.3229420185089111
ACH-000680,24866313,1.101924,0.8395450711250305
ACH-000680,10127622,1.913252,1.8816337585449219
ACH-000680,9927531,6.349393,5.544964790344238
ACH-000680,2155128,2.634695,3.2463786602020264
ACH-000680,3899,6.38343,5.378115653991699
ACH-000680,11404337,2.195947,1.932161569595337
ACH-000680,9938202,3.396351,4.012887954711914
ACH-000680,25227847,5.873447,4.836889266967773
ACH-000680,46883536,5.821395,5.531268119812012
ACH-000680,3385,4.463236,4.4127197265625
ACH-000680,68947304,6.097625,5.71204948425293
ACH-000680,11634725,1.485397,1.4225640296936035
ACH-000680,16224745,4.733766,2.693514823913574
ACH-000680,3062316,3.571891,3.8709356784820557
ACH-000680,36314,-3.552844,-3.6362082958221436
ACH-000680,4261,1.676431,2.8019509315490723
ACH-000680,11626560,1.220114,0.47185951471328735
ACH-000680,118704762,6.041843,5.695529937744141
ACH-000680,216239,3.689755,2.8122167587280273
ACH-000680,11364421,-3.138294,-1.1656792163848877
ACH-000680,46926973,3.885605,4.470931053161621
ACH-000680,60838,1.39768,3.2700448036193848
ACH-000680,5310940,3.149122,3.686053514480591
ACH-000680,117072552,4.797834,5.186596870422363
ACH-000680,51000408,4.644927,3.704134702682495
ACH-000680,25124816,5.653666,5.203041076660156
ACH-000680,59472121,3.922727,3.014138698577881
ACH-000680,72200024,5.875255,5.306608200073242
ACH-000680,42623951,6.050238,5.665558815002441
ACH-000680,49847690,4.205319,4.882665634155273
ACH-000680,53469448,4.483776,4.2992143630981445
ACH-000680,78243717,6.005394,5.6157121658325195
ACH-000680,24753719,5.9183,5.611083507537842
ACH-000680,57519544,4.507744,5.382030963897705
ACH-000680,46943432,3.693003,4.1477251052856445
ACH-000680,9936746,3.814923,3.7100725173950195
ACH-000680,71268957,3.645445,3.475959062576294
ACH-000680,60167849,5.443635,5.288758754730225
ACH-000680,59473233,4.716274,4.656316757202148
ACH-000680,44462758,5.041225,4.366387367248535
ACH-000680,44631912,4.310094,4.092686176300049
ACH-000680,71299339,4.77025,5.15854549407959
ACH-000680,1018,3.877274,5.517138481140137
ACH-000680,52918385,6.942387,6.485080718994141
ACH-000680,11609586,5.015042,4.431800842285156
ACH-000680,42642645,0.0502,-0.0021319687366485596
ACH-000680,46907787,2.711068,2.7832491397857666
ACH-000680,11455910,3.074305,2.1780319213867188
ACH-000680,71271629,5.935233,5.373202323913574
ACH-000680,56962337,2.069288,2.7806265354156494
ACH-000680,176870,5.006289,4.734490394592285
ACH-000680,9931953,4.495678,4.521880626678467
ACH-000680,24958200,4.999296,5.326422214508057
ACH-000680,24856436,-0.135685,-0.12677007913589478
ACH-000680,46926350,-0.679866,-1.120359182357788
ACH-000680,60750,3.933382,-0.36071765422821045
ACH-000680,387447,-4.836992,-4.815006256103516
ACH-000680,9858940,2.6383,2.95576548576355
ACH-000680,2733526,4.847397,4.988322734832764
ACH-000680,104741,4.310683,3.8423540592193604
ACH-000680,56962336,6.321699,5.580547332763672
ACH-000680,44632017,1.59925,1.2192974090576172
ACH-000680,6914657,-4.550119,-4.469554424285889
ACH-000680,9813758,3.575976,3.7925896644592285
ACH-000680,25099184,4.521433,3.360938787460327
ACH-000680,51039095,3.335971,2.6857433319091797
ACH-000680,24821094,5.965032,6.037852764129639
ACH-000680,70983932,5.66747,5.6797990798950195
ACH-000680,46236925,2.190274,3.043064832687378
ACH-000680,11655119,6.021941,5.796692848205566
ACH-000680,35397514,3.93917,4.476404190063477
ACH-000680,2802462,3.616635,5.177987098693848
ACH-000680,462382,-1.86385,-1.3613624572753906
ACH-000680,11707110,-2.63773,-2.7683961391448975
ACH-000680,44462760,4.195583,4.721473217010498
ACH-000680,5394,6.497638,6.803027153015137
ACH-000680,5460769,3.943414,4.011707782745361
ACH-000680,49846579,3.102093,2.7855801582336426
ACH-000680,11228183,1.57355,1.1303298473358154
ACH-000680,46843057,1.262671,2.045290231704712
ACH-000680,56645356,6.053638,5.605678558349609
ACH-000680,78209992,4.001485,3.6521732807159424
ACH-000680,54761306,1.902952,1.3795050382614136
ACH-000680,52913813,4.359892,3.718019723892212
ACH-000680,71496458,3.396377,3.021059513092041
ACH-000680,9933475,2.244095,3.5254616737365723
ACH-000680,24788740,2.219832,3.0599253177642822
ACH-000680,56941241,5.707114,5.603805065155029
ACH-000680,70676303,-0.27523,0.43762677907943726
ACH-000680,68107965,6.241444,5.5945916175842285
ACH-000680,91668541,6.110018,5.697887420654297
ACH-000680,10385095,2.52807,2.3223166465759277
ACH-000680,227681,6.320351,5.867992401123047
ACH-000680,9825149,3.203117,3.070716381072998
ACH-000680,46931953,6.404039,5.995589733123779
ACH-000680,68289010,1.086558,2.13543963432312
ACH-000680,992586,5.655362,5.745818138122559
ACH-000680,2984337,5.411227,5.630008220672607
ACH-000680,11178236,-0.663489,-1.2637498378753662
ACH-000680,71297207,6.041625,5.835916519165039
ACH-000680,104842,-3.825828,-3.748520612716675
ACH-000680,25126798,5.211573,5.1998701095581055
ACH-000680,11640390,3.670316,2.970092535018921
ACH-000680,41867,2.125008,2.5790836811065674
ACH-000680,2907,5.867032,5.689953804016113
ACH-000680,24360,-2.161689,-1.9528512954711914
ACH-000680,6710780,-4.299561,-5.158380031585693
ACH-000680,84691,3.470346,3.0468525886535645
ACH-000680,6253,2.212349,2.7305257320404053
ACH-000680,148124,-5.168137,-4.930898666381836
ACH-000680,126941,3.003488,3.236057996749878
ACH-000680,123631,4.370711,4.463540077209473
ACH-000680,24978538,-0.174247,0.17410312592983246
ACH-000680,5311,1.052402,1.765946388244629
ACH-000680,644241,5.020491,4.338233947753906
ACH-000680,44182295,0.361693,0.38720065355300903
ACH-000680,6918289,0.605191,0.8714128136634827
ACH-000680,23725625,5.083873,5.366140365600586
