cell,drug,true_ic50,predicted_ic50
ACH-000655,462382,-1.554494,-1.4030150175094604
ACH-000655,11707110,2.190655,2.2002439498901367
ACH-000655,44462760,6.07574,5.469244956970215
ACH-000655,5394,7.656902,6.673373222351074
ACH-000655,5460769,2.697334,1.5204896926879883
ACH-000655,49846579,3.654386,3.806609869003296
ACH-000655,11228183,3.706565,3.630748987197876
ACH-000655,46843057,4.196929,4.0986552238464355
ACH-000655,56645356,5.962621,5.04123067855835
ACH-000655,78209992,3.49727,3.332315444946289
ACH-000655,54761306,3.598486,3.4107489585876465
ACH-000655,52913813,4.84679,4.613025665283203
ACH-000655,71496458,3.171682,2.5561752319335938
ACH-000655,9933475,3.946989,3.190439224243164
ACH-000655,24788740,4.793428,4.997135162353516
ACH-000655,56941241,5.697074,5.225382328033447
ACH-000655,70676303,1.579833,1.9221333265304565
ACH-000655,68107965,5.078309,5.220707416534424
ACH-000655,91668541,5.859508,5.303234100341797
ACH-000655,10385095,1.144545,0.8943950533866882
ACH-000655,227681,6.313293,5.56688928604126
ACH-000655,9825149,2.995719,3.212132215499878
ACH-000655,46931953,4.182327,4.68471622467041
ACH-000655,68289010,2.49998,2.7883071899414062
ACH-000655,992586,3.663301,3.3688838481903076
ACH-000655,2984337,5.171508,4.243866920471191
ACH-000655,11178236,-6.051875,-5.262866973876953
ACH-000655,71297207,4.083537,4.76633358001709
ACH-000655,104842,-4.309603,-4.222872734069824
ACH-000655,25126798,5.055793,5.005061626434326
ACH-000655,11640390,5.235029,4.7176618576049805
ACH-000655,41867,-0.49578,-0.884940505027771
ACH-000655,2907,4.842215,5.389307022094727
ACH-000655,24360,-3.039969,-3.048574447631836
ACH-000655,6710780,-4.119321,-3.7605600357055664
ACH-000655,84691,2.309489,2.6183674335479736
ACH-000655,6253,2.574072,2.0939600467681885
ACH-000655,148124,-4.106677,-4.629819869995117
ACH-000655,126941,-2.327864,-2.928879737854004
ACH-000655,123631,3.381182,3.620175361633301
ACH-000655,24978538,5.192491,3.616914749145508
ACH-000655,5311,1.923807,2.1781933307647705
ACH-000655,644241,4.648317,4.201407432556152
ACH-000655,44182295,3.665646,3.696727991104126
ACH-000655,6918289,1.605002,2.2109780311584473
ACH-000655,23725625,4.123727,4.429413795471191
ACH-000655,11960529,5.450762,5.350435256958008
ACH-000655,5328940,2.734377,3.210031509399414
ACH-000655,216326,6.039525,5.413369655609131
ACH-000655,6450551,3.294947,3.4951562881469727
ACH-000655,11152667,0.702486,1.1788265705108643
ACH-000655,9943465,4.259851,3.2878050804138184
ACH-000403,126565,0.471861,-0.04580071568489075
ACH-000403,176158,3.739233,5.292448043823242
ACH-000403,6505803,-1.026908,0.9286843538284302
ACH-000403,5311497,-1.859531,-0.7357522249221802
ACH-000403,11667893,6.630016,6.378147125244141
ACH-000403,5278396,5.70876,5.3584418296813965
ACH-000403,10184653,1.350956,0.7633250951766968
ACH-000403,24776445,6.575288,5.9289398193359375
ACH-000403,24180719,6.788903,6.330709457397461
ACH-000403,11327430,4.370832,3.1342685222625732
ACH-000403,16720766,2.576992,2.172305107116699
ACH-000403,11488320,2.108067,1.9490677118301392
ACH-000403,156422,5.907628,6.237235069274902
ACH-000403,11624601,5.512845,5.996555328369141
ACH-000403,51042438,0.592099,2.007185935974121
ACH-000403,24737642,4.000741,5.605491638183594
ACH-000403,10384072,3.689186,3.5910043716430664
ACH-000403,11433190,7.258145,6.690827369689941
ACH-000403,208908,2.373072,2.7081704139709473
ACH-000403,1401,4.530404,4.153203010559082
ACH-000403,9914412,2.469366,2.334245204925537
ACH-000403,24771867,2.662515,2.8262383937835693
ACH-000403,56649450,2.134442,2.552232503890991
ACH-000403,46930998,2.586971,2.465310573577881
ACH-000403,5330286,4.12152,4.703601837158203
ACH-000403,51001932,0.997581,0.3167915344238281
ACH-000403,57345410,5.975916,6.386468410491943
ACH-000403,11977753,-1.832683,-1.6170514822006226
ACH-000403,17755052,1.076495,0.7017676830291748
ACH-000403,25262965,-0.914998,-0.017881721258163452
ACH-000403,9826528,-2.79156,-2.472599983215332
ACH-000403,24866313,-0.797768,-0.9153183698654175
ACH-000403,10127622,0.63145,0.9692016839981079
ACH-000403,9927531,6.368803,5.955638885498047
ACH-000403,2155128,4.193624,3.4084019660949707
ACH-000403,3899,5.123964,5.417559623718262
ACH-000403,2314623,6.657455,5.979043006896973
ACH-000403,11404337,-0.193218,0.2232276052236557
ACH-000403,9938202,4.195452,4.787199020385742
ACH-000403,25227847,4.821277,4.738092422485352
ACH-000403,46883536,5.686911,5.81874942779541
ACH-000403,3385,4.979016,4.870143413543701
ACH-000403,68947304,6.015706,5.756430625915527
ACH-000403,11634725,1.374275,0.5776126384735107
ACH-000403,16224745,5.176198,4.545435428619385
ACH-000403,3062316,-0.139873,-0.21573284268379211
ACH-000403,36314,0.830158,-0.8182288408279419
ACH-000403,4261,2.98601,2.264228105545044
ACH-000403,11626560,2.796516,2.771909475326538
ACH-000403,118704762,5.912198,5.839252471923828
ACH-000403,216239,3.145079,3.5825977325439453
ACH-000403,11364421,0.812,1.1190088987350464
ACH-000403,46926973,6.401495,5.467131614685059
ACH-000403,60838,5.393326,4.863202095031738
ACH-000403,5310940,4.765558,4.535285949707031
ACH-000403,117072552,5.490787,5.036104202270508
ACH-000403,51000408,5.344874,5.5110764503479
ACH-000403,25124816,5.041253,5.3885393142700195
ACH-000403,59472121,4.943603,3.8525495529174805
ACH-000403,72200024,3.22672,3.402111768722534
ACH-000403,42623951,5.580378,5.592382431030273
ACH-000403,49847690,2.828363,3.220484495162964
ACH-000403,53469448,5.600726,4.560188293457031
ACH-000403,78243717,5.710757,5.706281661987305
ACH-000403,24753719,6.10648,5.482622146606445
ACH-000403,57519544,5.917151,5.29881477355957
ACH-000403,46943432,2.060701,1.3132950067520142
ACH-000403,9936746,1.748069,0.725387454032898
ACH-000403,71268957,2.136878,2.9213926792144775
ACH-000403,60167849,5.182889,5.704509735107422
ACH-000403,59473233,4.954128,3.6228437423706055
ACH-000403,44462758,2.804418,2.5200071334838867
ACH-000403,44631912,4.072822,4.640793323516846
ACH-000403,71299339,4.759155,5.128664016723633
ACH-000403,1018,6.357458,5.617152690887451
ACH-000403,52918385,5.421894,5.787502288818359
ACH-000403,11609586,4.9737,5.241591453552246
ACH-000403,42642645,1.534806,1.2389602661132812
ACH-000403,46907787,1.082136,0.5066791772842407
ACH-000403,71271629,2.717179,3.11152720451355
ACH-000403,56962337,2.712756,2.474982738494873
ACH-000403,176870,1.021039,1.8931244611740112
ACH-000403,9931953,5.927292,5.589029788970947
ACH-000403,24958200,4.382941,5.176945686340332
ACH-000403,24856436,1.04882,1.2611716985702515
ACH-000403,46926350,-1.50597,-1.7975541353225708
ACH-000403,60750,1.809953,2.1074130535125732
ACH-000403,387447,-4.715473,-4.600390434265137
ACH-000403,9858940,1.558907,2.1513571739196777
ACH-000403,2733526,3.46736,3.5784482955932617
ACH-000403,104741,3.857932,3.365312337875366
ACH-000403,56962336,6.598383,6.066249847412109
ACH-000403,44632017,3.885482,3.918806552886963
ACH-000403,9813758,3.384876,3.375091075897217
ACH-000403,25099184,2.412524,2.6010725498199463
ACH-000403,51039095,3.636322,4.503771781921387
ACH-000403,24821094,5.034525,4.512204170227051
ACH-000403,70983932,6.478891,6.330543041229248
ACH-000403,46236925,0.429742,0.3942703306674957
ACH-000403,11655119,6.16565,6.074738025665283
ACH-000403,35397514,4.707008,5.524411201477051
ACH-000403,2802462,4.968186,5.573493003845215
ACH-000403,462382,-1.394869,-1.6350258588790894
ACH-000403,11707110,-3.846814,-3.9132461547851562
ACH-000403,44462760,6.955315,6.583431243896484
ACH-000403,5394,8.283369,7.597835540771484
ACH-000403,5460769,2.506495,2.910010814666748
ACH-000403,49846579,3.406815,4.089618682861328
ACH-000403,11228183,1.645435,1.5257757902145386
ACH-000403,46843057,1.328282,1.7746742963790894
ACH-000403,56645356,5.980064,5.503964424133301
ACH-000403,78209992,1.830478,1.8368479013442993
ACH-000403,54761306,4.513191,2.2153074741363525
ACH-000403,52913813,2.462493,2.4185397624969482
ACH-000403,71496458,0.561993,0.6826721429824829
ACH-000403,9933475,1.638849,1.9887765645980835
ACH-000403,24788740,1.83153,2.328533887863159
ACH-000403,56941241,5.494732,5.680269241333008
ACH-000403,70676303,-0.35447,0.3710739016532898
ACH-000403,68107965,5.726451,5.794920921325684
ACH-000403,91668541,4.851757,5.471671104431152
ACH-000403,10385095,-0.003314,0.8574110269546509
ACH-000403,227681,7.369768,6.195190906524658
ACH-000403,9825149,1.91123,1.7615145444869995
ACH-000403,46931953,5.396042,4.9654693603515625
ACH-000403,68289010,3.416688,3.2134833335876465
ACH-000403,992586,2.154273,1.2152196168899536
ACH-000403,2984337,2.15635,2.8432693481445312
ACH-000403,11178236,-5.781672,-5.0184502601623535
ACH-000403,71297207,1.153191,1.0678136348724365
ACH-000403,104842,3.627931,3.758563995361328
ACH-000403,25126798,6.13089,5.762016773223877
ACH-000403,11640390,2.906827,2.5287435054779053
ACH-000403,41867,0.065887,0.6403821706771851
ACH-000403,2907,5.192413,6.000450611114502
ACH-000403,24360,-0.704139,-0.21813294291496277
ACH-000403,6710780,-0.699987,-0.6382319927215576
ACH-000403,84691,5.569773,5.023171424865723
ACH-000403,6253,3.299306,4.0900163650512695
ACH-000403,148124,-1.684579,-2.8776001930236816
ACH-000403,126941,0.438762,0.5165512561798096
ACH-000403,123631,2.301677,2.804386615753174
ACH-000403,24978538,2.161504,1.4865015745162964
ACH-000403,5311,1.670841,1.8971003293991089
ACH-000403,644241,5.678898,5.595707893371582
ACH-000403,44182295,-0.067088,-0.9863371849060059
ACH-000403,6918289,2.359849,2.2225277423858643
ACH-000403,23725625,5.663151,5.787997245788574
ACH-000403,11960529,6.671577,5.875043869018555
ACH-000403,5328940,3.425916,1.916061520576477
ACH-000403,216326,6.175048,5.940952301025391
ACH-000403,6450551,5.131471,5.066729545593262
ACH-000403,11152667,1.786151,1.246230125427246
ACH-000403,9943465,4.376563,4.083536624908447
ACH-000007,126565,0.024441,-0.132808119058609
ACH-000007,176158,3.048123,4.7308855056762695
ACH-000007,6505803,-1.886624,-0.8302830457687378
ACH-000007,5311497,-3.521728,-3.9397287368774414
ACH-000007,11667893,5.775309,5.833491802215576
ACH-000007,5278396,5.775309,4.85633659362793
ACH-000007,10184653,-0.259734,-0.14100143313407898
ACH-000007,24776445,4.616114,5.05030632019043
ACH-000007,24180719,5.060211,5.137460231781006
ACH-000007,11327430,3.189255,3.2063534259796143
ACH-000007,11488320,1.634124,1.5943700075149536
ACH-000007,156422,5.35352,5.589409828186035
ACH-000007,11624601,5.540519,5.26671028137207
ACH-000007,51042438,1.28726,2.3843061923980713
ACH-000007,24737642,5.528602,5.333860397338867
ACH-000007,11433190,1.406242,1.1240180730819702
ACH-000007,208908,1.37076,1.737494707107544
ACH-000007,1401,3.514301,3.8149452209472656
ACH-000007,9914412,1.744665,2.028364896774292
ACH-000007,24771867,0.25052,0.8434425592422485
ACH-000007,56649450,3.180765,2.2129271030426025
ACH-000007,46930998,0.824578,2.3908534049987793
ACH-000007,5330286,1.209893,1.472320556640625
ACH-000007,51001932,0.327674,0.3221285343170166
ACH-000007,57345410,5.133465,5.594581604003906
ACH-000007,17755052,0.296864,0.46318870782852173
ACH-000007,25262965,-0.138152,-0.21623358130455017
ACH-000007,9826528,-3.224086,-3.2320749759674072
ACH-000007,24866313,0.024482,-1.2533141374588013
ACH-000007,10127622,-0.7312,-0.2958779036998749
ACH-000007,2155128,3.441628,2.735419273376465
ACH-000007,3899,5.065966,5.043997287750244
ACH-000007,2314623,5.698212,5.40283203125
ACH-000007,11404337,0.521782,-0.08784690499305725
ACH-000007,9938202,3.170517,3.709674835205078
ACH-000007,46883536,4.887107,5.038962364196777
ACH-000007,3385,1.742438,2.504249095916748
ACH-000007,11634725,-0.154789,-0.7762628793716431
ACH-000007,3062316,2.264065,3.4124526977539062
ACH-000007,4261,1.350856,1.051499366760254
ACH-000007,11626560,1.277685,1.0678424835205078
ACH-000007,118704762,4.729262,5.07858419418335
ACH-000007,11364421,-0.877715,-1.1755107641220093
ACH-000007,46926973,4.447995,4.522946357727051
ACH-000007,60838,1.813011,2.2011008262634277
ACH-000007,5310940,1.200548,1.962902307510376
ACH-000007,117072552,4.441317,4.11474084854126
ACH-000007,51000408,2.798011,2.966245174407959
ACH-000007,25124816,4.405936,4.763050079345703
ACH-000007,59472121,1.942905,2.156046152114868
ACH-000007,72200024,3.224961,3.4562981128692627
ACH-000007,42623951,4.956259,5.165179252624512
ACH-000007,49847690,4.829677,4.782894134521484
ACH-000007,53469448,3.552131,4.023402214050293
ACH-000007,78243717,5.737934,5.328830718994141
ACH-000007,24753719,3.487065,4.022449493408203
ACH-000007,57519544,5.417568,4.767805099487305
ACH-000007,46943432,3.169127,2.5907225608825684
ACH-000007,9936746,2.015937,2.0426957607269287
ACH-000007,71268957,3.158856,2.584322929382324
ACH-000007,60167849,4.24133,4.9776611328125
ACH-000007,59473233,4.500123,3.7330048084259033
ACH-000007,44462758,2.476106,2.4505133628845215
ACH-000007,44631912,1.62957,2.406290054321289
ACH-000007,71299339,4.47839,4.72251558303833
ACH-000007,1018,4.748499,5.227669715881348
ACH-000007,52918385,3.392785,3.1920251846313477
ACH-000007,11609586,3.282957,3.6886448860168457
ACH-000007,46907787,1.464482,1.4339791536331177
ACH-000007,11455910,4.467028,0.5649218559265137
ACH-000007,71271629,4.402877,3.7894203662872314
ACH-000007,56962337,1.776863,2.1859242916107178
ACH-000007,9931953,3.004406,3.793579578399658
ACH-000007,24958200,3.769896,3.8041226863861084
ACH-000007,24856436,-0.595952,-0.1464463174343109
ACH-000007,46926350,-2.886744,-2.686624765396118
ACH-000007,60750,-3.243612,-2.620760440826416
ACH-000007,9858940,1.328481,1.7588530778884888
ACH-000007,56962336,5.859496,5.252927780151367
ACH-000007,6914657,-3.855835,-4.521629810333252
ACH-000007,9813758,2.135081,2.2587084770202637
ACH-000007,25099184,2.629074,2.4595296382904053
ACH-000007,51039095,3.99813,3.8811964988708496
ACH-000007,24821094,4.813731,3.972400188446045
ACH-000007,70983932,5.658243,5.661128044128418
ACH-000007,46236925,-0.200939,-0.0804758369922638
ACH-000007,11655119,4.92314,5.351657390594482
ACH-000007,35397514,4.4166,4.638345718383789
ACH-000007,2802462,5.071992,5.0093278884887695
ACH-000007,462382,-1.429434,-1.4614297151565552
ACH-000007,11707110,-5.07196,-5.209235668182373
ACH-000007,44462760,4.404782,4.856736183166504
ACH-000007,5394,7.248506,6.730938911437988
ACH-000007,5460769,1.510962,1.6971253156661987
ACH-000007,78209992,1.446812,0.9214622974395752
ACH-000007,227681,4.312625,5.410768985748291
ACH-000007,71297207,3.719036,4.665128231048584
ACH-000007,104842,-4.489221,-4.38178014755249
ACH-000007,25126798,5.222221,5.126177787780762
ACH-000007,11640390,1.593206,2.0424089431762695
ACH-000007,24360,-3.160246,-3.155966281890869
ACH-000007,84691,2.919147,2.8696770668029785
ACH-000007,148124,-4.631399,-4.86955451965332
ACH-000007,126941,-0.864728,-0.45781198143959045
ACH-000007,24978538,2.150489,1.6052265167236328
ACH-000007,44182295,-1.83118,-1.5983401536941528
ACH-000007,6918289,0.224156,2.399066925048828
ACH-000007,23725625,3.813458,4.276360034942627
ACH-000007,11960529,5.030822,5.30473518371582
ACH-000007,5328940,3.329184,2.515800952911377
ACH-000007,216326,5.504545,5.3446245193481445
ACH-000007,6450551,2.513083,2.6035773754119873
ACH-000007,11152667,0.715533,0.13508212566375732
ACH-000007,9943465,3.981601,3.4371049404144287
ACH-000680,126565,0.082441,-0.10354200005531311
ACH-000680,176158,6.417352,5.501394271850586
ACH-000680,6505803,-0.783764,-1.4021879434585571
ACH-000680,5311497,-4.220663,-4.464313983917236
ACH-000680,11667893,6.036564,5.812004089355469
ACH-000680,5278396,5.823097,5.338835716247559
ACH-000680,10184653,1.991192,2.982113838195801
ACH-000680,24776445,5.648624,5.403034687042236
ACH-000680,24180719,4.353862,5.2940802574157715
ACH-000680,11327430,2.64493,4.346775531768799
ACH-000680,16720766,3.400431,4.502594947814941
ACH-000680,11488320,5.626461,5.574268341064453
ACH-000680,156422,6.04924,5.807359218597412
ACH-000680,11624601,6.038867,5.5613298416137695
ACH-000680,51042438,1.282521,1.5939780473709106
ACH-000680,24737642,6.01235,5.379556179046631
ACH-000680,10384072,0.922577,1.9881983995437622
ACH-000680,11433190,6.362884,4.886885643005371
ACH-000680,208908,5.095517,5.270110130310059
ACH-000680,1401,4.60011,4.955018520355225
ACH-000680,9914412,0.322547,0.4477471709251404
ACH-000680,24771867,-1.779648,-1.4607194662094116
ACH-000680,56649450,2.349129,1.359088659286499
ACH-000680,46930998,1.83074,1.8087522983551025
ACH-000680,5330286,4.045131,3.802640676498413
ACH-000680,51001932,-0.129392,-0.5666313171386719
ACH-000680,57345410,6.696442,5.651450157165527
ACH-000680,11977753,-2.340048,-2.3556971549987793
ACH-000680,17755052,0.492428,0.38044291734695435
ACH-000680,25262965,-1.320921,-1.0893800258636475
ACH-000680,9826528,-1.231857,-0.8318980932235718
ACH-000680,24866313,1.101924,0.6225153207778931
ACH-000680,10127622,1.913252,1.1847845315933228
ACH-000680,9927531,6.349393,5.573077201843262
ACH-000680,2155128,2.634695,3.2800559997558594
ACH-000680,3899,6.38343,5.744538307189941
ACH-000680,11404337,2.195947,1.7983006238937378
ACH-000680,9938202,3.396351,3.8587350845336914
ACH-000680,25227847,5.873447,5.344821929931641
ACH-000680,46883536,5.821395,5.372232437133789
ACH-000680,3385,4.463236,4.520266532897949
ACH-000680,68947304,6.097625,5.539586544036865
ACH-000680,11634725,1.485397,1.0288898944854736
ACH-000680,16224745,4.733766,2.9775164127349854
ACH-000680,3062316,3.571891,3.619901657104492
ACH-000680,36314,-3.552844,-3.236410617828369
ACH-000680,4261,1.676431,3.022940158843994
ACH-000680,11626560,1.220114,1.2305183410644531
ACH-000680,118704762,6.041843,5.6161298751831055
ACH-000680,216239,3.689755,2.9252917766571045
ACH-000680,11364421,-3.138294,-2.2808570861816406
ACH-000680,46926973,3.885605,4.447583198547363
ACH-000680,60838,1.39768,2.3827741146087646
ACH-000680,5310940,3.149122,3.69500994682312
ACH-000680,117072552,4.797834,4.510881423950195
ACH-000680,51000408,4.644927,3.840179920196533
ACH-000680,25124816,5.653666,5.073220252990723
ACH-000680,59472121,3.922727,3.051072120666504
ACH-000680,72200024,5.875255,5.239173889160156
ACH-000680,42623951,6.050238,5.471049785614014
ACH-000680,49847690,4.205319,4.28950834274292
ACH-000680,53469448,4.483776,4.302596092224121
ACH-000680,78243717,6.005394,5.455957412719727
ACH-000680,24753719,5.9183,5.716102123260498
ACH-000680,57519544,4.507744,5.0351338386535645
ACH-000680,46943432,3.693003,4.3810577392578125
ACH-000680,9936746,3.814923,4.076035022735596
ACH-000680,71268957,3.645445,3.5103306770324707
ACH-000680,60167849,5.443635,5.346039772033691
ACH-000680,59473233,4.716274,4.914088249206543
ACH-000680,44462758,5.041225,4.528815269470215
ACH-000680,44631912,4.310094,3.8619749546051025
ACH-000680,71299339,4.77025,4.9585490226745605
ACH-000680,1018,3.877274,5.390214443206787
ACH-000680,52918385,6.942387,6.903948783874512
ACH-000680,11609586,5.015042,4.675054550170898
ACH-000680,42642645,0.0502,0.7551397085189819
ACH-000680,46907787,2.711068,3.097050666809082
ACH-000680,11455910,3.074305,2.812119483947754
ACH-000680,71271629,5.935233,5.060613632202148
ACH-000680,56962337,2.069288,2.9108362197875977
ACH-000680,176870,5.006289,4.901976585388184
ACH-000680,9931953,4.495678,4.585726737976074
ACH-000680,24958200,4.999296,4.950497150421143
ACH-000680,24856436,-0.135685,-0.3595528304576874
ACH-000680,46926350,-0.679866,-1.4758495092391968
ACH-000680,60750,3.933382,-0.8609998226165771
ACH-000680,387447,-4.836992,-4.6490478515625
ACH-000680,9858940,2.6383,2.581606864929199
ACH-000680,2733526,4.847397,4.650225639343262
ACH-000680,104741,4.310683,3.600517511367798
ACH-000680,56962336,6.321699,5.565346717834473
ACH-000680,44632017,1.59925,1.2163445949554443
ACH-000680,6914657,-4.550119,-4.143714427947998
ACH-000680,9813758,3.575976,3.544584274291992
ACH-000680,25099184,4.521433,2.908545970916748
ACH-000680,51039095,3.335971,4.529149055480957
ACH-000680,24821094,5.965032,5.879390239715576
ACH-000680,70983932,5.66747,5.748439311981201
ACH-000680,46236925,2.190274,2.3106448650360107
ACH-000680,11655119,6.021941,5.710657119750977
ACH-000680,35397514,3.93917,4.685185432434082
ACH-000680,2802462,3.616635,5.12424373626709
ACH-000680,462382,-1.86385,-1.327103853225708
ACH-000680,11707110,-2.63773,-2.972247362136841
ACH-000680,44462760,4.195583,5.032196998596191
ACH-000680,5394,6.497638,6.793181419372559
ACH-000680,5460769,3.943414,4.345654010772705
ACH-000680,49846579,3.102093,3.0180106163024902
ACH-000680,11228183,1.57355,1.3673659563064575
ACH-000680,46843057,1.262671,1.4779174327850342
ACH-000680,56645356,6.053638,5.155318737030029
ACH-000680,78209992,4.001485,3.392660140991211
ACH-000680,54761306,1.902952,1.6711304187774658
ACH-000680,52913813,4.359892,3.0855937004089355
ACH-000680,71496458,3.396377,3.4035778045654297
ACH-000680,9933475,2.244095,3.822688579559326
ACH-000680,24788740,2.219832,2.589933395385742
ACH-000680,56941241,5.707114,5.386557579040527
ACH-000680,70676303,-0.27523,-0.34431949257850647
ACH-000680,68107965,6.241444,5.403915882110596
ACH-000680,91668541,6.110018,5.613929748535156
ACH-000680,10385095,2.52807,2.5282087326049805
ACH-000680,227681,6.320351,5.825925827026367
ACH-000680,9825149,3.203117,3.449535846710205
ACH-000680,46931953,6.404039,6.002054691314697
ACH-000680,68289010,1.086558,2.518277645111084
ACH-000680,992586,5.655362,5.452449798583984
ACH-000680,2984337,5.411227,4.990157127380371
ACH-000680,11178236,-0.663489,-0.7212167978286743
ACH-000680,71297207,6.041625,5.857853889465332
ACH-000680,104842,-3.825828,-3.669851303100586
ACH-000680,25126798,5.211573,4.927155494689941
ACH-000680,11640390,3.670316,3.05006742477417
ACH-000680,41867,2.125008,2.43699312210083
ACH-000680,2907,5.867032,5.441071510314941
ACH-000680,24360,-2.161689,-2.6563594341278076
ACH-000680,6710780,-4.299561,-4.565769195556641
ACH-000680,84691,3.470346,3.121249198913574
ACH-000680,6253,2.212349,2.075521945953369
ACH-000680,148124,-5.168137,-5.1818389892578125
ACH-000680,126941,3.003488,2.8114588260650635
ACH-000680,123631,4.370711,4.536721706390381
ACH-000680,24978538,-0.174247,0.8342803120613098
ACH-000680,5311,1.052402,1.3723112344741821
ACH-000680,644241,5.020491,4.877645492553711
ACH-000680,44182295,0.361693,0.16957448422908783
ACH-000680,6918289,0.605191,0.8941963911056519
ACH-000680,23725625,5.083873,4.822956085205078
